# Title: July 2021 - June 2022 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
TX-117,Deaf Smith County,Texas,58.6,2.9,126,55.7
TX-119,Delta County,Texas,65.7,2.3,122,63.4
TX-121,Denton County,Texas,66.8,2.2,122,64.5
TX-123,DeWitt County,Texas,71.6,2.5,123,69.1
TX-125,Dickens County,Texas,64.6,2.7,126,61.8
TX-127,Dimmit County,Texas,73.1,2.4,123,70.7
TX-129,Donley County,Texas,61.9,3.1,125,58.8
TX-131,Duval County,Texas,73.7,2.5,121,71.2
TX-133,Eastland County,Texas,66.5,2.7,125,63.8
TX-135,Ector County,Texas,66,3,120,63.1
TX-137,Edwards County,Texas,68.4,3.3,128,65.1
TX-139,Ellis County,Texas,67.6,1.8,120,65.8
TX-141,El Paso County,Texas,65.1,2.8,123,62.3
TX-143,Erath County,Texas,67.8,3.6,128,64.2
TX-145,Falls County,Texas,68.2,2.4,121,65.8
TX-147,Fannin County,Texas,65.8,2.8,125,63
TX-149,Fayette County,Texas,71,3,125,67.9
TX-151,Fisher County,Texas,66.3,3.1,125,63.2
TX-153,Floyd County,Texas,61.5,2.5,124,58.9
TX-155,Foard County,Texas,65.7,2.9,126,62.7
TX-157,Fort Bend County,Texas,72,3.4,126,68.6
TX-159,Franklin County,Texas,65.4,1.8,118,63.6
TX-161,Freestone County,Texas,67.3,1.5,111,65.8
TX-163,Frio County,Texas,72,2.3,120,69.7
TX-165,Gaines County,Texas,63,2.1,121,60.9
TX-167,Galveston County,Texas,72.1,3.2,125,68.9
TX-169,Garza County,Texas,64.8,2.5,122,62.3
TX-171,Gillespie County,Texas,67.2,2.3,121,64.9
TX-173,Glasscock County,Texas,66.1,2.9,125,63.2
TX-175,Goliad County,Texas,72.1,2.2,121,69.8
TX-177,Gonzales County,Texas,71.2,2.5,123,68.7
TX-179,Gray County,Texas,60.6,3.2,126,57.3
TX-181,Grayson County,Texas,65.7,2.3,122,63.4
TX-183,Gregg County,Texas,66,0.9,103,65.1
TX-185,Grimes County,Texas,69.5,2.4,123,67.1
TX-187,Guadalupe County,Texas,70.6,2.2,122,68.3
TX-189,Hale County,Texas,60.6,2.5,120,58.2
TX-191,Hall County,Texas,64,3.1,126,60.9
TX-193,Hamilton County,Texas,67.7,3,126,64.8
TX-195,Hansford County,Texas,59.3,2.5,121,56.8
TX-197,Hardeman County,Texas,65.2,3.1,126,62.1
TX-199,Hardin County,Texas,69,2,122,67
TX-201,Harris County,Texas,71.5,3.1,126,68.5
TX-203,Harrison County,Texas,66.3,1.1,107,65.2
TX-205,Hartley County,Texas,57.6,2.3,118,55.4
TX-207,Haskell County,Texas,66.2,2.5,124,63.6
TX-209,Hays County,Texas,68.9,2,119,66.9
TX-211,Hemphill County,Texas,60.3,2.6,123,57.7
TX-213,Henderson County,Texas,66.2,1.1,107,65.1
TX-215,Hidalgo County,Texas,75.3,1.5,114,73.8
TX-217,Hill County,Texas,67.8,1.9,120,65.8
TX-219,Hockley County,Texas,61.1,2.2,120,58.8
TX-221,Hood County,Texas,67.6,2.5,124,65.1
TX-223,Hopkins County,Texas,65.5,1.9,119,63.6
TX-225,Houston County,Texas,67.8,1.6,114,66.2
TX-227,Howard County,Texas,65.9,2.5,123,63.5
TX-229,Hudspeth County,Texas,63.4,2.8,125,60.5
TX-231,Hunt County,Texas,66.2,2.7,123,63.5
TX-233,Hutchinson County,Texas,61,3.2,125,57.8
TX-235,Irion County,Texas,66.7,2.7,124,63.9
TX-237,Jack County,Texas,65.2,1.8,115,63.4
TX-239,Jackson County,Texas,71.9,2.8,122,69
TX-241,Jasper County,Texas,68,1.8,120,66.2
TX-243,Jeff Davis County,Texas,63.3,3.1,125,60.1
TX-245,Jefferson County,Texas,70.1,2.2,121,68
TX-247,Jim Hogg County,Texas,74.6,2.4,119,72.2
TX-249,Jim Wells County,Texas,73.8,2.5,119,71.4
TX-251,Johnson County,Texas,67.4,2,121,65.3
TX-253,Jones County,Texas,66.3,2.4,123,63.9
TX-255,Karnes County,Texas,71.4,1.8,120,69.5
TX-257,Kaufman County,Texas,66.9,1.8,118,65.1
TX-259,Kendall County,Texas,68.2,2.1,122,66
TX-261,Kenedy County,Texas,74.6,2.3,118,72.3
TX-263,Kent County,Texas,65.9,2.9,126,62.9
TX-265,Kerr County,Texas,66.9,2.3,121,64.6
TX-267,Kimble County,Texas,67,2.9,124,64.1
TX-269,King County,Texas,66,3.1,127,62.9
TX-271,Kinney County,Texas,72,3.2,127,68.8
TX-273,Kleberg County,Texas,74.5,3.1,121,71.4
TX-275,Knox County,Texas,66.2,2.8,125,63.3
TX-277,Lamar County,Texas,65.2,2.2,122,63
TX-279,Lamb County,Texas,59.9,2.2,120,57.7
TX-281,Lampasas County,Texas,67.8,2.4,123,65.4
TX-283,La Salle County,Texas,73,2.1,120,70.9
TX-285,Lavaca County,Texas,71.7,3.3,124,68.5
TX-287,Lee County,Texas,69.7,2.6,124,67.1
TX-289,Leon County,Texas,67.4,1.2,107,66.2
TX-291,Liberty County,Texas,70.1,2.4,123,67.7
TX-293,Limestone County,Texas,67.5,1.8,117,65.8
TX-295,Lipscomb County,Texas,59.2,2.2,120,57
TX-297,Live Oak County,Texas,72.4,1.8,118,70.6
TX-299,Llano County,Texas,68.6,2.6,124,66
TX-301,Loving County,Texas,66.4,2.8,120,63.6
TX-303,Lubbock County,Texas,62.2,2.9,124,59.3
TX-305,Lynn County,Texas,63,2.3,119,60.7
TX-307,McCulloch County,Texas,67.3,2.7,125,64.5
TX-309,McLennan County,Texas,68.2,2.4,121,65.8
TX-311,McMullen County,Texas,72.6,1.9,118,70.7
TX-313,Madison County,Texas,68.1,1.4,112,66.7
TX-315,Marion County,Texas,65.9,1.1,107,64.8
TX-317,Martin County,Texas,65.1,2.2,118,62.9
TX-319,Mason County,Texas,67.6,2.6,122,65
TX-321,Matagorda County,Texas,71.6,2.6,122,69.1
TX-323,Maverick County,Texas,73.3,2.8,127,70.5
TX-325,Medina County,Texas,70.9,2.5,123,68.4
TX-327,Menard County,Texas,66.4,2.8,123,63.6
TX-329,Midland County,Texas,66.2,2.9,121,63.3
TX-331,Milam County,Texas,68.9,2.6,124,66.3
TX-333,Mills County,Texas,67.6,2.9,126,64.7
TX-335,Mitchell County,Texas,66.7,3.2,126,63.6
TX-337,Montague County,Texas,65.1,1.9,116,63.2
TX-339,Montgomery County,Texas,70.4,2.8,124,67.6
TX-341,Moore County,Texas,59.8,3.2,126,56.6
TX-343,Morris County,Texas,65.5,1.6,117,63.8
TX-345,Motley County,Texas,64,2.7,124,61.3
TX-347,Nacogdoches County,Texas,67.8,2.2,124,65.6
TX-349,Navarro County,Texas,67.5,1.7,117,65.8
TX-351,Newton County,Texas,68.2,2.1,121,66.1
TX-353,Nolan County,Texas,66,3.2,126,62.8
TX-355,Nueces County,Texas,73.8,2.6,121,71.2
TX-357,Ochiltree County,Texas,58.8,1.9,115,56.9
TX-359,Oldham County,Texas,58.8,2.2,120,56.6
TX-361,Orange County,Texas,69.5,2.1,122,67.4
TX-363,Palo Pinto County,Texas,66.7,2.5,123,64.3
TX-365,Panola County,Texas,66.8,1.4,110,65.4
TX-367,Parker County,Texas,66.6,2,120,64.5
TX-369,Parmer County,Texas,59,2.9,125,56.1
TX-371,Pecos County,Texas,67.4,3.5,128,63.8
TX-373,Polk County,Texas,68.8,2.1,122,66.7
TX-375,Potter County,Texas,60.3,3.2,126,57
TX-377,Presidio County,Texas,66.6,3,123,63.5
TX-379,Rains County,Texas,65.8,1.9,120,63.9
TX-381,Randall County,Texas,59.8,3.2,126,56.6
TX-383,Reagan County,Texas,66.7,3.1,126,63.6
TX-385,Real County,Texas,68.1,2.7,126,65.4
TX-387,Red River County,Texas,65.2,2.4,123,62.7
TX-389,Reeves County,Texas,67,3.3,125,63.7
TX-391,Refugio County,Texas,72.6,2.3,122,70.2
TX-393,Roberts County,Texas,60.4,2.8,124,57.6
TX-395,Robertson County,Texas,68.2,1.9,118,66.3
TX-397,Rockwall County,Texas,67,2.6,123,64.4
TX-399,Runnels County,Texas,66.6,2.4,120,64.2
TX-401,Rusk County,Texas,66.6,1.3,109,65.3
TX-403,Sabine County,Texas,67.8,2.4,123,65.4
TX-405,San Augustine County,Texas,67.8,2.2,123,65.6
TX-407,San Jacinto County,Texas,69.2,2,122,67.2
TX-409,San Patricio County,Texas,72.9,2,120,70.9
TX-411,San Saba County,Texas,68.1,3,126,65.1
TX-413,Schleicher County,Texas,66.5,2.8,125,63.7
TX-415,Scurry County,Texas,65.9,3.1,126,62.8
TX-417,Shackelford County,Texas,66.4,2.4,125,64
TX-419,Shelby County,Texas,67.3,2,123,65.3
TX-421,Sherman County,Texas,58.8,2.7,123,56
TX-423,Smith County,Texas,65.8,1.1,105,64.7
TX-425,Somervell County,Texas,67.9,2.6,124,65.3
TX-427,Starr County,Texas,75.5,2.1,116,73.4
TX-429,Stephens County,Texas,66.2,2.3,123,63.9
TX-431,Sterling County,Texas,66.3,2.8,125,63.5
TX-433,Stonewall County,Texas,66.1,2.7,125,63.4
TX-435,Sutton County,Texas,67.4,3.2,127,64.2
TX-437,Swisher County,Texas,60.2,2.7,126,57.5
TX-439,Tarrant County,Texas,67.5,2.2,121,65.3
TX-441,Taylor County,Texas,66.2,2.6,125,63.6
TX-443,Terrell County,Texas,69.2,3.1,128,66.1
TX-445,Terry County,Texas,62.1,2,119,60.1
TX-447,Throckmorton County,Texas,66.2,2.5,125,63.7
TX-449,Titus County,Texas,65.4,1.9,119,63.5
TX-451,Tom Green County,Texas,66.9,2.5,121,64.4
TX-453,Travis County,Texas,69.2,2.1,121,67.1
TX-455,Trinity County,Texas,68.5,1.9,121,66.5
TX-457,Tyler County,Texas,68,1.7,118,66.3
TX-459,Upshur County,Texas,65.6,1.2,108,64.4
TX-461,Upton County,Texas,67.4,3.1,125,64.3
TX-463,Uvalde County,Texas,71,2.6,125,68.4
TX-465,Val Verde County,Texas,70.7,3.2,128,67.5
TX-467,Van Zandt County,Texas,65.9,1.4,112,64.5
TX-469,Victoria County,Texas,72.1,2.7,123,69.4
TX-471,Walker County,Texas,68.8,1.7,119,67
TX-473,Waller County,Texas,71.1,3.2,125,67.9
TX-475,Ward County,Texas,67.7,3.3,123,64.4
TX-477,Washington County,Texas,70.4,2.9,124,67.5
TX-479,Webb County,Texas,74.1,2.5,122,71.6
TX-481,Wharton County,Texas,71.6,2.9,122,68.7
TX-483,Wheeler County,Texas,61.5,3.1,127,58.4
TX-485,Wichita County,Texas,65.5,2.5,124,63
TX-487,Wilbarger County,Texas,65.5,2.7,124,62.7
TX-489,Willacy County,Texas,74.9,1.7,113,73.2
TX-491,Williamson County,Texas,68.6,2.3,120,66.4
TX-493,Wilson County,Texas,70.9,1.7,115,69.2
TX-495,Winkler County,Texas,66.2,2.9,120,63.3
TX-497,Wise County,Texas,66,2,119,63.9
TX-499,Wood County,Texas,65.6,1.6,112,64
TX-501,Yoakum County,Texas,61.4,2.3,122,59.1
TX-503,Young County,Texas,65.7,2.1,120,63.6
TX-505,Zapata County,Texas,75.6,2.6,121,73
TX-507,Zavala County,Texas,72.6,2.4,120,70.1
UT-001,Beaver County,Utah,50.5,2.6,119,47.9
UT-003,Box Elder County,Utah,48.9,1.9,112,47
UT-005,Cache County,Utah,44.3,1.8,107,42.5
UT-007,Carbon County,Utah,46.2,2.7,121,43.4
UT-009,Daggett County,Utah,43,2.5,121,40.5
UT-011,Davis County,Utah,50.6,2.6,118,48
UT-013,Duchesne County,Utah,43.5,3.2,123,40.2
UT-015,Emery County,Utah,51.5,2.4,115,49.1
UT-017,Garfield County,Utah,50.1,2.7,120,47.4
UT-019,Grand County,Utah,53,3.6,124,49.3
UT-021,Iron County,Utah,50.7,3,124,47.6
UT-023,Juab County,Utah,51.3,2.1,117,49.2
UT-025,Kane County,Utah,54.1,2.9,122,51.2
UT-027,Millard County,Utah,52.1,2.2,119,49.9
UT-029,Morgan County,Utah,45,2.5,117,42.6
UT-031,Piute County,Utah,45.3,2.8,121,42.5
UT-033,Rich County,Utah,41.5,2.1,113,39.4
UT-035,Salt Lake County,Utah,50.4,2.7,119,47.7
UT-037,San Juan County,Utah,54.3,2.6,120,51.7
UT-039,Sanpete County,Utah,45.3,2.2,118,43.1
UT-041,Sevier County,Utah,46.1,2.2,119,43.9
UT-043,Summit County,Utah,40.2,2.4,119,37.8
UT-045,Tooele County,Utah,52,2.1,121,49.9
UT-047,Uintah County,Utah,48.1,3.8,124,44.3
UT-049,Utah County,Utah,48.1,2.4,120,45.8
UT-051,Wasatch County,Utah,42.6,2.6,119,40
UT-053,Washington County,Utah,57.6,2.7,122,54.9
UT-055,Wayne County,Utah,52.2,2.6,116,49.6
UT-057,Weber County,Utah,47.3,2.6,117,44.7
VT-001,Addison County,Vermont,44.8,2.1,113,42.7
VT-003,Bennington County,Vermont,44.8,3.3,122,41.5
VT-005,Caledonia County,Vermont,42.4,2.3,114,40.2
VT-007,Chittenden County,Vermont,46.2,3.6,123,42.6
VT-009,Essex County,Vermont,41.5,2.3,115,39.1
VT-011,Franklin County,Vermont,45.2,3.3,121,42
VT-013,Grand Isle County,Vermont,46.3,2.5,116,43.8
VT-015,Lamoille County,Vermont,43.7,3.6,123,40.1
VT-017,Orange County,Vermont,44.2,3,119,41.3
VT-019,Orleans County,Vermont,42.6,2.8,118,39.8
VT-021,Rutland County,Vermont,44.4,2.3,115,42
VT-023,Washington County,Vermont,43.7,3.2,121,40.6
VT-025,Windham County,Vermont,45.8,3.1,120,42.7
VT-027,Windsor County,Vermont,44.9,3,119,42
VA-001,Accomack County,Virginia,59.6,3,123,56.6
VA-003,Albemarle County,Virginia,57.9,3.3,125,54.7
VA-005,Alleghany County,Virginia,53.9,1.6,114,52.3
VA-007,Amelia County,Virginia,59.7,2.9,127,56.7
VA-009,Amherst County,Virginia,57.3,2.9,127,54.4
VA-011,Appomattox County,Virginia,58.4,3.1,126,55.3
VA-013,Arlington County,Virginia,57.9,2.9,124,55
VA-015,Augusta County,Virginia,54.4,2.6,123,51.9
VA-017,Bath County,Virginia,53,1.8,117,51.2
VA-019,Bedford County,Virginia,58.1,2.8,127,55.3
VA-021,Bland County,Virginia,52.7,1.9,120,50.8
VA-023,Botetourt County,Virginia,56.1,1.7,117,54.4
VA-025,Brunswick County,Virginia,60.2,2.8,125,57.4
VA-027,Buchanan County,Virginia,55.2,1.7,115,53.5
VA-029,Buckingham County,Virginia,58.9,3.1,126,55.8
VA-031,Campbell County,Virginia,58.7,3.4,128,55.3
VA-033,Caroline County,Virginia,58.7,2.7,125,56
VA-035,Carroll County,Virginia,54.2,2.5,124,51.7
VA-036,Charles City County,Virginia,61,2.5,125,58.5
VA-037,Charlotte County,Virginia,58.8,2.8,126,56
VA-041,Chesterfield County,Virginia,60,2.5,125,57.5
VA-043,Clarke County,Virginia,55,2.4,118,52.6
VA-045,Craig County,Virginia,54.3,2.1,122,52.3
VA-047,Culpeper County,Virginia,57.1,2.9,124,54.2
VA-049,Cumberland County,Virginia,59.3,3.1,127,56.3
VA-051,Dickenson County,Virginia,55.1,1.5,117,53.5
VA-053,Dinwiddie County,Virginia,60.2,2.7,127,57.5
VA-057,Essex County,Virginia,58.8,2,117,56.8
VA-059,Fairfax County,Virginia,57.8,3.2,125,54.6
VA-061,Fauquier County,Virginia,56.5,3,124,53.5
VA-063,Floyd County,Virginia,53.4,2.4,123,51
VA-065,Fluvanna County,Virginia,58.9,3.2,126,55.7
VA-067,Franklin County,Virginia,57.4,2.2,122,55.2
VA-069,Frederick County,Virginia,54.4,2.4,119,52
VA-071,Giles County,Virginia,54,2.4,125,51.6
VA-073,Gloucester County,Virginia,60.6,2.6,121,58.1
VA-075,Goochland County,Virginia,58.9,2.8,125,56.1
VA-077,Grayson County,Virginia,52,2.2,121,49.8
VA-079,Greene County,Virginia,56.4,3.3,125,53.1
VA-081,Greensville County,Virginia,60.6,2.6,124,58
VA-083,Halifax County,Virginia,59.1,2.6,124,56.6
VA-085,Hanover County,Virginia,59.1,2.5,124,56.6
VA-087,Henrico County,Virginia,59.9,2.4,124,57.5
VA-089,Henry County,Virginia,58.5,2.2,121,56.3
VA-091,Highland County,Virginia,50.4,1.9,120,48.5
VA-093,Isle of Wight County,Virginia,61.5,2.7,126,58.7
VA-095,James City County,Virginia,61,2.7,125,58.4
VA-097,King and Queen County,Virginia,59.4,2.2,120,57.2
VA-099,King George County,Virginia,59.3,3.3,125,56
VA-101,King William County,Virginia,59.5,2.3,122,57.2
VA-103,Lancaster County,Virginia,59.4,2.2,119,57.1
VA-105,Lee County,Virginia,56.5,1.7,119,54.8
VA-107,Loudoun County,Virginia,56.2,2.9,123,53.3
VA-109,Louisa County,Virginia,57.9,2.7,123,55.3
VA-111,Lunenburg County,Virginia,59.4,2.8,127,56.6
VA-113,Madison County,Virginia,55.9,3,124,52.9
VA-115,Mathews County,Virginia,60.5,2.6,121,57.9
VA-117,Mecklenburg County,Virginia,59.8,2.7,125,57.1
VA-119,Middlesex County,Virginia,59.8,2.2,120,57.5
VA-121,Montgomery County,Virginia,55.2,2.6,125,52.6
VA-125,Nelson County,Virginia,56.9,2.9,126,54
VA-127,New Kent County,Virginia,60.1,2.3,123,57.8
VA-131,Northampton County,Virginia,60.5,2.7,123,57.7
VA-133,Northumberland County,Virginia,59.1,2.4,122,56.6
VA-135,Nottoway County,Virginia,59.7,3,127,56.6
VA-137,Orange County,Virginia,57.5,2.8,124,54.7
VA-139,Page County,Virginia,54.5,3,124,51.6
VA-141,Patrick County,Virginia,56.6,2.1,121,54.5
VA-143,Pittsylvania County,Virginia,58.5,2.1,123,56.3
VA-145,Powhatan County,Virginia,59.4,2.8,127,56.6
VA-147,Prince Edward County,Virginia,59,2.9,127,56.1
VA-149,Prince George County,Virginia,60.9,2.5,126,58.4
VA-153,Prince William County,Virginia,58.2,3.7,126,54.5
VA-155,Pulaski County,Virginia,54.8,2.5,125,52.3
VA-157,Rappahannock County,Virginia,55,2.7,121,52.4
VA-159,Richmond County,Virginia,58.6,1.8,116,56.7
VA-161,Roanoke County,Virginia,56.6,2.4,124,54.3
VA-163,Rockbridge County,Virginia,55.3,1.8,120,53.5
VA-165,Rockingham County,Virginia,54.5,2.9,124,51.6
VA-167,Russell County,Virginia,54.8,2,121,52.9
VA-169,Scott County,Virginia,56.6,1.7,119,54.9
VA-171,Shenandoah County,Virginia,54.7,2.7,124,52
VA-173,Smyth County,Virginia,53.3,2.2,121,51
VA-175,Southampton County,Virginia,61,2.7,124,58.4
VA-177,Spotsylvania County,Virginia,57.7,2.8,124,54.9
VA-179,Stafford County,Virginia,58.9,3.9,126,55
VA-181,Surry County,Virginia,61.3,2.9,127,58.5
VA-183,Sussex County,Virginia,60.9,2.7,127,58.1
VA-185,Tazewell County,Virginia,52.7,2,119,50.7
VA-187,Warren County,Virginia,54.6,2.3,118,52.3
VA-191,Washington County,Virginia,55.5,2.1,121,53.4
VA-193,Westmoreland County,Virginia,58.8,2.3,119,56.4
VA-195,Wise County,Virginia,53.9,1.2,104,52.7
VA-197,Wythe County,Virginia,53.7,2.3,122,51.4
VA-199,York County,Virginia,61.3,2.8,123,58.6
VA-510,Alexandria City,Virginia,58.5,3.1,124,55.5
VA-520,Bristol City,Virginia,57.3,2.4,123,54.9
VA-530,Buena Vista City,Virginia,56.7,2,122,54.7
VA-540,Charlottesville City,Virginia,58.5,3.2,126,55.2
VA-550,Chesapeake City,Virginia,61.5,2.6,122,58.8
VA-570,Colonial Heights City,Virginia,60.6,2.4,126,58.2
VA-580,Covington City,Virginia,55.4,1.4,110,54
VA-590,Danville City,Virginia,59.5,2,122,57.5
VA-595,Emporia City,Virginia,60.8,2.6,125,58.1
VA-600,Fairfax City,Virginia,57.4,3.1,125,54.3
VA-610,Falls Church City,Virginia,57.3,2.9,124,54.4
VA-620,Franklin City,Virginia,61.1,2.6,126,58.5
VA-630,Fredericksburg City,Virginia,58.6,3.6,126,55
VA-640,Galax City,Virginia,54.1,2.5,124,51.6
VA-650,Hampton City,Virginia,61.9,2.8,125,59.1
VA-660,Harrisonburg City,Virginia,55.7,2.9,124,52.7
VA-670,Hopewell City,Virginia,60.9,2.3,126,58.6
VA-680,Lynchburg City,Virginia,58.8,3.6,128,55.2
VA-683,Manassas City,Virginia,58,3.6,126,54.5
VA-685,Manassas Park City,Virginia,57.9,3.5,125,54.5
VA-690,Martinsville City,Virginia,58.5,2.2,122,56.3
VA-700,Newport News City,Virginia,61.8,2.8,125,59
VA-710,Norfolk City,Virginia,62.2,2.8,122,59.3
VA-720,Norton City,Virginia,53.8,1.1,100,52.8
VA-730,Petersburg City,Virginia,60.6,2.5,126,58.1
VA-735,Poquoson City,Virginia,61.8,2.8,125,59
VA-740,Portsmouth City,Virginia,62.2,2.7,122,59.5
VA-750,Radford City,Virginia,55.4,2.6,125,52.8
VA-760,Richmond City,Virginia,59.9,2.5,124,57.4
VA-770,Roanoke City,Virginia,58.1,2.4,124,55.8
VA-775,Salem City,Virginia,58.1,2.5,124,55.6
VA-790,Staunton City,Virginia,55.7,2.8,123,52.9
VA-800,Suffolk City,Virginia,61.3,2.5,124,58.8
VA-810,Virginia Beach City,Virginia,61.7,2.7,121,58.9
VA-820,Waynesboro City,Virginia,56.1,3,126,53.1
VA-830,Williamsburg City,Virginia,61.1,2.9,126,58.2
VA-840,Winchester City,Virginia,54.7,2.3,117,52.3
WA-001,Adams County,Washington,49.2,0.8,86,48.4
WA-003,Asotin County,Washington,48.8,1.7,110,47.1
WA-005,Benton County,Washington,52.8,1.2,100,51.6
WA-007,Chelan County,Washington,43.1,0.9,90,42.2
WA-009,Clallam County,Washington,47.1,0.4,79,46.7
WA-011,Clark County,Washington,51.9,1,99,50.9
WA-013,Columbia County,Washington,48.2,1.4,105,46.8
WA-015,Cowlitz County,Washington,49.8,1.1,99,48.7
WA-017,Douglas County,Washington,47.4,0.4,68,47
WA-019,Ferry County,Washington,42.6,0.5,76,42.1
WA-021,Franklin County,Washington,52.3,1.5,105,50.8
WA-023,Garfield County,Washington,48.6,1.5,105,47.1
WA-025,Grant County,Washington,49.8,0.3,60,49.6
WA-027,Grays Harbor County,Washington,49.5,0.3,71,49.2
WA-029,Island County,Washington,50.2,0.3,73,49.9
WA-031,Jefferson County,Washington,45.3,0.4,78,44.9
WA-033,King County,Washington,47.4,0.5,81,46.9
WA-035,Kitsap County,Washington,51.2,0.6,85,50.6
WA-037,Kittitas County,Washington,45.2,0.9,90,44.3
WA-039,Klickitat County,Washington,49,1.6,109,47.4
WA-041,Lewis County,Washington,47.6,0.8,92,46.8
WA-043,Lincoln County,Washington,46.2,-0.1,56,46.3
WA-045,Mason County,Washington,48.8,0.5,83,48.3
WA-047,Okanogan County,Washington,42.7,0.9,83,41.8
WA-049,Pacific County,Washington,50.3,0.8,94,49.4
WA-051,Pend Oreille County,Washington,42.5,1,96,41.4
WA-053,Pierce County,Washington,46.8,0.6,87,46.2
WA-055,San Juan County,Washington,49.9,0.2,61,49.7
WA-057,Skagit County,Washington,45.6,0.5,78,45.1
WA-059,Skamania County,Washington,45.7,1.2,100,44.5
WA-061,Snohomish County,Washington,46.1,0.4,76,45.7
WA-063,Spokane County,Washington,47.5,1.6,109,45.9
WA-065,Stevens County,Washington,44.7,0.6,77,44.1
WA-067,Thurston County,Washington,50.7,0.3,79,50.3
WA-069,Wahkiakum County,Washington,50.3,1.1,98,49.2
WA-071,Walla Walla County,Washington,52.6,1.2,98,51.4
WA-073,Whatcom County,Washington,44,0.5,81,43.5
WA-075,Whitman County,Washington,49.5,1.6,107,48
WA-077,Yakima County,Washington,46.7,1.2,97,45.5
WV-001,Barbour County,West Virginia,53.4,2.7,122,50.7
WV-003,Berkeley County,West Virginia,54.8,2.6,122,52.1
WV-005,Boone County,West Virginia,55.9,1.8,116,54.1
WV-007,Braxton County,West Virginia,55.1,2,119,53.1
WV-009,Brooke County,West Virginia,52.9,2.1,120,50.8
WV-011,Cabell County,West Virginia,56.8,2.3,122,54.5
WV-013,Calhoun County,West Virginia,55.2,2.3,122,52.9
WV-015,Clay County,West Virginia,55.5,1.9,121,53.5
WV-017,Doddridge County,West Virginia,54.4,2.3,121,52.1
WV-019,Fayette County,West Virginia,53.7,1.9,119,51.8
WV-021,Gilmer County,West Virginia,55.2,2.3,121,52.8
WV-023,Grant County,West Virginia,52.1,2.2,121,49.9
WV-025,Greenbrier County,West Virginia,51.7,2.2,121,49.5
WV-027,Hampshire County,West Virginia,53.9,2.3,121,51.6
WV-029,Hancock County,West Virginia,51.8,1.4,110,50.4
WV-031,Hardy County,West Virginia,53.4,2.4,124,50.9
WV-033,Harrison County,West Virginia,54.4,2.6,122,51.9
WV-035,Jackson County,West Virginia,55.6,2.1,122,53.6
WV-037,Jefferson County,West Virginia,55.2,2.6,123,52.6
WV-039,Kanawha County,West Virginia,56.3,2,121,54.3
WV-041,Lewis County,West Virginia,54.9,2.6,121,52.3
WV-043,Lincoln County,West Virginia,57.1,2.1,120,54.9
WV-045,Logan County,West Virginia,56.4,1.7,116,54.7
WV-047,McDowell County,West Virginia,54.7,1.6,111,53.1
WV-049,Marion County,West Virginia,53.5,2,120,51.6
WV-051,Marshall County,West Virginia,52.8,1.8,115,51.1
WV-053,Mason County,West Virginia,55.3,1.4,110,53.9
WV-055,Mercer County,West Virginia,52.9,1.4,113,51.5
WV-057,Mineral County,West Virginia,54,2.1,122,51.9
WV-059,Mingo County,West Virginia,56.9,1.7,117,55.2
WV-061,Monongalia County,West Virginia,53.1,2,120,51.1
WV-063,Monroe County,West Virginia,53.8,2.2,123,51.6
WV-065,Morgan County,West Virginia,54.1,2.3,119,51.7
WV-067,Nicholas County,West Virginia,52.9,1.9,120,51
WV-069,Ohio County,West Virginia,53,2.3,122,50.7
WV-071,Pendleton County,West Virginia,51.3,2.3,121,49.1
WV-073,Pleasants County,West Virginia,54.6,2.4,122,52.2
WV-075,Pocahontas County,West Virginia,48.6,1.7,119,46.8
WV-077,Preston County,West Virginia,51.3,2.4,123,48.8
WV-079,Putnam County,West Virginia,56.6,2.2,122,54.3
WV-081,Raleigh County,West Virginia,53.2,1.8,116,51.4
WV-083,Randolph County,West Virginia,49.7,2.5,121,47.2
WV-085,Ritchie County,West Virginia,54.7,2.4,122,52.3
WV-087,Roane County,West Virginia,55.4,2.1,122,53.4
WV-089,Summers County,West Virginia,54.2,2,121,52.2
WV-091,Taylor County,West Virginia,53.7,2.1,121,51.6
WV-093,Tucker County,West Virginia,49.5,2.5,120,47
WV-095,Tyler County,West Virginia,54.1,2,120,52.1
WV-097,Upshur County,West Virginia,53.5,2.7,121,50.8
WV-099,Wayne County,West Virginia,57,2.3,121,54.8
WV-101,Webster County,West Virginia,51.3,1.6,110,49.7
WV-103,Wetzel County,West Virginia,53.2,1.8,117,51.5
WV-105,Wirt County,West Virginia,55.2,2.4,122,52.8
WV-107,Wood County,West Virginia,55.5,2.6,122,52.9
WV-109,Wyoming County,West Virginia,54.5,1.6,112,52.9
WI-001,Adams County,Wisconsin,45.3,1.8,104,43.5
WI-003,Ashland County,Wisconsin,39.9,0.8,86,39.1
WI-005,Barron County,Wisconsin,42.1,0.9,89,41.1
WI-007,Bayfield County,Wisconsin,40.3,1.2,96,39.1
WI-009,Brown County,Wisconsin,45.8,2.8,115,43
WI-011,Buffalo County,Wisconsin,45.2,1.1,93,44
WI-013,Burnett County,Wisconsin,42,1.3,97,40.7
WI-015,Calumet County,Wisconsin,46.1,2.6,114,43.5
WI-017,Chippewa County,Wisconsin,43.1,1.2,92,41.9
WI-019,Clark County,Wisconsin,43.5,2,107,41.5
